"Product Name","Quantity","Sell Price","Date Sold","Product Category"
"Oriental Steel Chair","90","$88.10","08/02/2023","Metal"
"Awesome Frozen Towels","14","$67.09","10/11/2023","Bronze"
"Recycled Rubber Bacon","32","$124.66","05/26/2023","Fresh"
"Fantastic Rubber Shoes","26","$704.40","10/05/2023","Plastic"
"Handmade Plastic Tuna","50","$503.02","04/11/2024","Wooden"
"Ergonomic Bronze Chair","27","$937.38","08/02/2023","Steel"
"Oriental Metal Shoes","24","$490.06","12/14/2023","Concrete"
"Small Frozen Fish","67","$978.14","10/20/2023","Plastic"
"Licensed Metal Mouse","4","$260.98","04/21/2023","Wooden"
"Oriental Frozen Bacon","20","$103.88","02/09/2024","Granite"
"Handmade Soft Ball","75","$101.44","07/06/2023","Rubber"
"Bespoke Steel Shirt","77","$693.16","12/25/2023","Bronze"
"Ergonomic Steel Sausages","50","$212.21","02/17/2024","Wooden"
"Intelligent Steel Cheese","65","$884.85","08/24/2023","Concrete"
"Bespoke Cotton Mouse","30","$985.76","02/03/2023","Steel"
"Ergonomic Concrete Hat","78","$759.47","01/28/2024","Steel"
"Bespoke Concrete Sausages","54","$717.63","04/03/2023","Steel"
"Unbranded Fresh Bacon","86","$226.20","04/26/2023","Metal"
"Electronic Steel Bike","60","$661.27","02/09/2024","Plastic"
"Sleek Steel Hat","77","$564.99","03/16/2023","Fresh"
"Oriental Concrete Pizza","43","$802.15","10/25/2023","Concrete"
"Fantastic Frozen Table","9","$159.31","03/24/2024","Granite"
"Small Soft Chair","46","$148.38","04/05/2023","Soft"
"Ergonomic Fresh Hat","21","$822.90","07/20/2023","Steel"
"Practical Steel Ball","36","$615.51","03/18/2023","Rubber"
"Unbranded Metal Cheese","25","$848.96","09/28/2023","Bronze"
"Bespoke Soft Table","88","$355.07","02/05/2023","Fresh"
"Intelligent Plastic Table","78","$790.64","04/20/2023","Granite"
"Unbranded Rubber Fish","100","$669.51","06/20/2023","Rubber"
"Licensed Rubber Pizza","79","$283.07","05/22/2023","Granite"
"Tasty Steel Gloves","5","$232.67","06/14/2023","Rubber"
"Small Metal Tuna","36","$449.37","10/12/2023","Granite"
"Elegant Plastic Towels","23","$625.99","04/04/2024","Soft"
"Handcrafted Plastic Pizza","65","$184.90","03/25/2024","Frozen"
"Recycled Steel Computer","69","$534.96","11/22/2023","Rubber"
"Refined Wooden Bike","19","$589.70","02/23/2023","Plastic"
"Electronic Metal Fish","92","$641.24","01/10/2024","Granite"
"Tasty Bronze Bike","29","$827.03","02/01/2024","Rubber"
"Ergonomic Fresh Cheese","32","$41.57","03/09/2023","Granite"
"Oriental Rubber Towels","10","$93.21","10/03/2023","Soft"
"Electronic Rubber Sausages","45","$284.74","01/07/2023","Bronze"
"Small Frozen Pants","78","$799.19","04/15/2023","Rubber"
"Unbranded Soft Bike","60","$463.40","06/28/2023","Granite"
"Practical Rubber Sausages","21","$992.01","08/17/2023","Plastic"
"Small Frozen Chicken","52","$529.75","01/22/2024","Steel"
"Intelligent Bronze Bacon","28","$330.83","04/03/2023","Granite"
"Fantastic Granite Gloves","45","$429.49","09/16/2023","Rubber"
"Bespoke Fresh Shirt","11","$619.52","08/10/2023","Soft"
"Sleek Rubber Bike","92","$379.08","04/24/2024","Fresh"
"Modern Bronze Chicken","54","$841.34","10/26/2023","Concrete"
"Recycled Wooden Salad","61","$319.95","07/21/2023","Fresh"
"Recycled Concrete Cheese","27","$252.41","06/20/2023","Concrete"
"Gorgeous Metal Chicken","73","$798.45","01/03/2024","Fresh"
"Electronic Wooden Salad","18","$517.23","06/23/2023","Frozen"
"Luxurious Steel Car","55","$398.16","09/11/2023","Rubber"
"Oriental Wooden Bacon","98","$367.46","11/13/2023","Steel"
"Tasty Bronze Towels","57","$245.74","11/23/2023","Bronze"
"Handcrafted Cotton Towels","23","$221.40","01/11/2023","Rubber"
"Licensed Wooden Gloves","17","$384.97","03/10/2023","Rubber"
"Luxurious Steel Gloves","29","$829.81","05/23/2023","Steel"
"Small Plastic Computer","12","$352.76","01/22/2023","Plastic"
"Generic Wooden Ball","74","$234.13","03/19/2023","Concrete"
"Practical Wooden Cheese","23","$122.23","10/09/2023","Concrete"
"Generic Metal Bike","56","$374.99","01/26/2023","Wooden"
"Modern Wooden Mouse","51","$791.34","02/16/2024","Fresh"
"Incredible Metal Fish","85","$179.46","09/08/2023","Soft"
"Fantastic Steel Shirt","90","$244.99","02/24/2024","Metal"
"Awesome Steel Car","77","$294.11","12/11/2023","Bronze"
"Electronic Bronze Table","78","$877.95","08/05/2023","Soft"
"Gorgeous Fresh Bacon","2","$460.50","01/24/2023","Bronze"
"Luxurious Soft Table","85","$342.24","06/21/2023","Rubber"
"Unbranded Steel Towels","85","$941.50","04/27/2024","Cotton"
"Small Frozen Salad","42","$352.75","10/14/2023","Rubber"
"Small Bronze Chicken","3","$886.45","07/30/2023","Frozen"
"Handcrafted Concrete Bacon","36","$691.55","02/05/2023","Cotton"
"Fantastic Metal Shirt","26","$878.14","10/17/2023","Steel"
"Incredible Rubber Ball","10","$921.63","03/21/2024","Granite"
"Refined Metal Salad","60","$347.99","04/02/2024","Bronze"
"Ergonomic Wooden Hat","20","$40.37","04/05/2023","Rubber"
"Incredible Granite Computer","80","$141.83","05/06/2023","Bronze"
"Gorgeous Frozen Bacon","4","$484.06","02/11/2024","Frozen"
"Luxurious Wooden Soap","87","$646.64","05/13/2023","Bronze"
"Bespoke Cotton Shoes","4","$187.65","06/29/2023","Steel"
"Refined Concrete Hat","22","$960.12","02/06/2024","Frozen"
"Practical Bronze Sausages","72","$742.52","12/24/2023","Bronze"
"Handmade Frozen Salad","71","$97.87","12/18/2023","Concrete"
"Gorgeous Metal Pizza","50","$247.40","10/11/2023","Granite"
"Intelligent Concrete Computer","11","$228.34","01/10/2023","Rubber"
"Incredible Cotton Pants","50","$220.33","09/25/2023","Granite"
"Unbranded Metal Fish","85","$397.59","12/28/2022","Frozen"
"Luxurious Fresh Ball","27","$727.80","06/25/2023","Soft"
"Oriental Frozen Towels","19","$511.47","04/19/2023","Bronze"
"Awesome Metal Hat","24","$910.90","11/25/2023","Fresh"
"Handmade Frozen Gloves","7","$807.68","11/01/2023","Plastic"
"Recycled Fresh Bike","43","$885.06","02/04/2024","Fresh"
"Unbranded Metal Chair","4","$964.06","04/15/2024","Rubber"
"Sleek Metal Salad","49","$502.32","09/08/2023","Soft"
"Practical Fresh Pants","14","$817.21","12/21/2023","Concrete"
"Handcrafted Soft Table","43","$85.43","04/28/2023","Cotton"
"Fantastic Wooden Mouse","27","$508.97","03/26/2023","Plastic"
"Intelligent Frozen Bacon","73","$937.38","02/12/2024","Fresh"
"Small Wooden Cheese","82","$933.58","07/10/2023","Granite"
"Handcrafted Fresh Chips","45","$91.21","08/04/2023","Wooden"
"Fantastic Steel Ball","27","$899.68","01/17/2023","Wooden"
"Handcrafted Granite Shirt","30","$236.51","01/23/2023","Bronze"
"Ergonomic Concrete Pants","40","$154.57","09/04/2023","Concrete"
"Practical Steel Ball","13","$886.50","04/05/2023","Rubber"
"Bespoke Concrete Sausages","7","$154.40","02/25/2023","Soft"
"Electronic Rubber Chicken","39","$682.37","09/19/2023","Steel"
"Elegant Concrete Gloves","72","$162.44","05/03/2023","Rubber"
"Bespoke Wooden Bacon","73","$732.89","06/17/2023","Frozen"
"Bespoke Steel Sausages","7","$482.92","07/18/2023","Bronze"
"Generic Granite Hat","85","$679.13","10/28/2023","Fresh"
"Tasty Soft Fish","91","$111.88","12/16/2023","Wooden"
"Gorgeous Rubber Tuna","74","$347.64","10/07/2023","Concrete"
"Recycled Soft Fish","63","$806.62","01/26/2024","Cotton"
"Practical Wooden Tuna","23","$602.02","01/07/2024","Frozen"
"Practical Concrete Towels","28","$581.46","03/05/2023","Concrete"
"Elegant Soft Chair","20","$382.00","09/14/2023","Granite"
"Unbranded Metal Hat","26","$756.54","06/03/2023","Cotton"
"Electronic Concrete Keyboard","54","$283.33","05/25/2023","Bronze"
"Luxurious Metal Chicken","40","$234.72","09/04/2023","Cotton"
"Incredible Frozen Shirt","31","$272.42","04/25/2023","Steel"
"Handmade Plastic Computer","63","$212.67","04/08/2023","Wooden"
"Tasty Metal Bike","69","$813.11","02/29/2024","Plastic"
"Gorgeous Plastic Sausages","85","$188.61","01/15/2024","Steel"
"Rustic Soft Ball","21","$555.31","07/14/2023","Soft"
"Generic Fresh Bacon","22","$964.06","01/18/2024","Wooden"
"Unbranded Concrete Salad","17","$928.33","03/27/2024","Wooden"
"Licensed Fresh Table","79","$994.06","12/15/2023","Metal"
"Sleek Frozen Sausages","58","$423.34","12/22/2023","Plastic"
"Gorgeous Soft Keyboard","60","$981.65","10/18/2023","Fresh"
"Practical Bronze Ball","15","$44.93","07/25/2023","Plastic"
"Unbranded Soft Keyboard","21","$414.82","03/02/2024","Cotton"
"Bespoke Cotton Bacon","32","$964.13","05/01/2023","Cotton"
"Electronic Cotton Ball","23","$309.04","11/23/2023","Concrete"
"Gorgeous Frozen Bacon","77","$302.70","02/17/2024","Fresh"
"Bespoke Soft Pizza","17","$5.39","06/09/2023","Bronze"
"Small Wooden Mouse","44","$572.47","12/18/2023","Soft"
"Handmade Bronze Mouse","6","$418.23","08/15/2023","Concrete"
"Awesome Rubber Table","91","$236.52","04/27/2023","Bronze"
"Tasty Fresh Ball","67","$810.60","01/21/2024","Frozen"
"Refined Wooden Fish","92","$766.96","01/17/2023","Concrete"
"Ergonomic Frozen Pants","55","$847.72","11/07/2023","Bronze"
"Licensed Metal Soap","80","$557.70","12/29/2022","Granite"
"Gorgeous Fresh Fish","58","$647.23","02/01/2024","Rubber"
"Ergonomic Steel Hat","64","$418.92","02/10/2024","Plastic"
"Unbranded Steel Mouse","35","$320.85","01/02/2023","Frozen"
"Elegant Soft Sausages","29","$380.61","09/07/2023","Bronze"
"Practical Wooden Ball","30","$294.90","10/22/2023","Wooden"
"Elegant Wooden Hat","29","$300.03","04/18/2024","Steel"
"Rustic Concrete Tuna","41","$75.05","02/21/2024","Granite"
"Handmade Plastic Fish","10","$176.54","12/07/2023","Bronze"
"Awesome Wooden Shoes","9","$766.87","06/30/2023","Rubber"
"Generic Metal Gloves","72","$842.93","01/15/2024","Metal"
"Incredible Wooden Car","66","$461.15","08/09/2023","Steel"
"Electronic Plastic Pants","83","$287.53","02/22/2024","Wooden"
"Sleek Concrete Towels","70","$129.34","12/25/2022","Plastic"
"Awesome Plastic Pizza","82","$145.23","07/02/2023","Soft"
"Practical Metal Chicken","78","$901.50","06/22/2023","Cotton"
"Rustic Cotton Pizza","74","$996.69","04/27/2024","Wooden"
"Modern Cotton Bacon","65","$268.10","03/23/2023","Rubber"
"Recycled Concrete Chicken","53","$728.94","11/11/2023","Bronze"
"Ergonomic Wooden Mouse","87","$729.94","06/13/2023","Bronze"
"Recycled Frozen Chips","37","$459.05","12/03/2023","Frozen"
"Handmade Bronze Salad","77","$304.73","03/31/2023","Frozen"
"Unbranded Soft Pants","89","$359.65","08/03/2023","Cotton"
"Elegant Soft Tuna","12","$346.45","05/09/2023","Concrete"
"Elegant Plastic Soap","10","$148.36","04/22/2023","Granite"
"Rustic Steel Fish","37","$337.60","03/11/2023","Rubber"
"Awesome Rubber Table","64","$62.34","12/30/2023","Wooden"
"Gorgeous Bronze Ball","93","$97.42","04/26/2024","Fresh"
"Ergonomic Concrete Sausages","62","$531.63","06/28/2023","Frozen"
"Fantastic Rubber Salad","75","$16.29","11/08/2023","Steel"
"Electronic Rubber Cheese","47","$132.05","04/07/2024","Fresh"
"Practical Soft Salad","84","$523.72","09/23/2023","Concrete"
"Handcrafted Concrete Tuna","43","$384.27","03/26/2024","Wooden"
"Oriental Frozen Cheese","65","$590.83","01/23/2023","Cotton"
"Licensed Soft Ball","54","$408.24","02/02/2024","Rubber"
"Oriental Bronze Bike","10","$32.27","02/11/2024","Granite"
"Gorgeous Rubber Hat","92","$131.23","09/20/2023","Plastic"
"Electronic Concrete Computer","22","$12.85","02/23/2023","Concrete"
"Fantastic Granite Chair","77","$308.27","02/02/2023","Plastic"
"Handcrafted Granite Towels","16","$617.40","10/19/2023","Plastic"
"Oriental Steel Towels","15","$907.09","12/25/2022","Plastic"
"Gorgeous Fresh Ball","70","$591.37","01/12/2023","Metal"
"Elegant Metal Shirt","49","$88.58","02/29/2024","Wooden"
"Gorgeous Granite Salad","57","$870.28","06/04/2023","Metal"
"Modern Metal Table","79","$670.60","01/27/2023","Soft"
"Small Concrete Soap","94","$990.38","01/28/2023","Metal"
"Unbranded Plastic Cheese","61","$107.45","03/02/2024","Granite"
"Small Granite Towels","50","$98.70","02/13/2024","Fresh"
"Intelligent Wooden Cheese","7","$20.03","12/15/2022","Plastic"
"Tasty Concrete Soap","47","$24.52","09/08/2023","Metal"
"Tasty Metal Shoes","66","$975.41","10/02/2023","Frozen"
"Bespoke Metal Table","23","$175.77","10/04/2023","Rubber"
"Unbranded Soft Shirt","99","$159.16","07/27/2023","Granite"
"Practical Bronze Pizza","7","$600.68","03/31/2024","Steel"
"Ergonomic Granite Computer","32","$132.24","03/09/2024","Rubber"
"Modern Wooden Car","60","$47.67","12/31/2023","Soft"
"Practical Frozen Towels","74","$262.64","10/04/2023","Granite"
"Fantastic Plastic Keyboard","56","$499.25","11/28/2023","Metal"
"Elegant Wooden Chicken","81","$894.95","12/16/2022","Granite"
"Tasty Steel Pizza","11","$390.41","09/10/2023","Metal"
"Oriental Fresh Chicken","42","$111.50","02/27/2023","Fresh"
"Electronic Fresh Chips","87","$69.93","04/22/2024","Frozen"
"Incredible Frozen Fish","92","$781.98","04/04/2024","Metal"
"Oriental Fresh Salad","24","$632.07","04/29/2024","Plastic"
"Recycled Plastic Computer","61","$32.02","02/17/2023","Bronze"
"Gorgeous Metal Salad","64","$560.95","05/31/2023","Metal"
"Practical Wooden Salad","54","$737.24","05/10/2023","Cotton"
"Awesome Plastic Ball","58","$784.46","05/30/2023","Bronze"
"Sleek Plastic Bike","54","$171.88","09/09/2023","Bronze"
"Electronic Granite Hat","69","$914.96","04/15/2023","Plastic"
"Licensed Wooden Bike","91","$289.11","12/16/2022","Plastic"
"Unbranded Cotton Cheese","57","$997.72","11/28/2023","Concrete"
"Practical Fresh Hat","14","$656.67","01/24/2024","Steel"
"Generic Plastic Soap","91","$751.58","11/04/2023","Wooden"
"Sleek Metal Chips","31","$447.24","07/28/2023","Plastic"
"Unbranded Soft Ball","3","$604.38","11/10/2023","Bronze"
"Bespoke Cotton Gloves","73","$667.42","11/14/2023","Cotton"
"Modern Fresh Keyboard","20","$759.86","06/26/2023","Metal"
"Elegant Bronze Keyboard","72","$46.80","06/30/2023","Metal"
"Oriental Cotton Salad","95","$770.85","06/01/2023","Fresh"
"Rustic Concrete Towels","43","$734.44","05/02/2024","Wooden"
"Handmade Concrete Sausages","7","$921.73","01/24/2024","Frozen"
"Incredible Soft Bike","73","$443.26","09/11/2023","Wooden"
"Practical Frozen Gloves","43","$553.76","01/11/2024","Bronze"
"Refined Plastic Bacon","77","$650.80","05/17/2023","Plastic"
"Luxurious Concrete Pants","29","$744.45","04/06/2024","Steel"
"Modern Concrete Shirt","32","$141.22","12/06/2023","Rubber"
"Unbranded Soft Car","75","$873.76","06/11/2023","Concrete"
"Oriental Frozen Gloves","42","$745.63","12/09/2023","Wooden"
"Generic Soft Salad","41","$932.53","10/20/2023","Granite"
"Fantastic Granite Gloves","82","$36.82","01/01/2024","Concrete"
"Tasty Steel Mouse","45","$639.66","04/19/2023","Rubber"
"Generic Steel Cheese","91","$957.05","08/23/2023","Plastic"
"Unbranded Cotton Bike","88","$820.20","02/28/2023","Frozen"
"Generic Concrete Towels","67","$397.12","11/13/2023","Granite"
"Handmade Plastic Car","58","$223.04","02/05/2023","Plastic"
"Refined Cotton Chicken","63","$950.63","10/01/2023","Cotton"
"Electronic Bronze Bike","18","$703.26","09/28/2023","Wooden"
"Generic Cotton Salad","66","$757.73","03/05/2024","Wooden"
"Unbranded Metal Computer","73","$293.06","11/02/2023","Bronze"
"Sleek Rubber Salad","72","$712.35","03/22/2024","Plastic"
"Bespoke Soft Keyboard","33","$756.57","03/20/2024","Metal"
"Tasty Granite Towels","65","$575.82","09/16/2023","Rubber"
"Elegant Fresh Chair","92","$918.92","01/03/2024","Concrete"
"Gorgeous Plastic Hat","80","$302.81","08/15/2023","Frozen"
"Small Steel Chips","15","$791.22","12/10/2023","Bronze"
"Modern Frozen Sausages","37","$926.32","01/12/2024","Frozen"
"Intelligent Bronze Mouse","66","$791.26","04/06/2023","Granite"
"Refined Frozen Cheese","35","$558.81","12/20/2023","Plastic"
"Recycled Fresh Car","73","$739.85","02/18/2024","Rubber"
"Fantastic Plastic Pants","77","$443.42","11/05/2023","Concrete"
"Awesome Steel Chicken","21","$138.13","05/09/2023","Bronze"
"Recycled Bronze Fish","17","$698.26","04/26/2024","Steel"
"Gorgeous Steel Keyboard","3","$878.12","03/07/2023","Bronze"
"Modern Granite Bacon","75","$940.74","03/14/2023","Steel"
"Handmade Concrete Shirt","33","$419.62","04/25/2023","Frozen"
"Licensed Plastic Pants","81","$7.67","10/28/2023","Concrete"
"Gorgeous Granite Pizza","33","$325.57","04/20/2023","Soft"
"Ergonomic Wooden Salad","15","$513.64","02/18/2024","Cotton"
"Awesome Granite Table","73","$506.39","07/04/2023","Concrete"
"Intelligent Frozen Gloves","6","$470.01","07/04/2023","Rubber"
"Bespoke Wooden Mouse","30","$164.01","05/13/2023","Frozen"
"Licensed Metal Bike","40","$521.17","04/26/2024","Soft"
"Refined Rubber Gloves","6","$342.02","01/05/2023","Wooden"
"Fantastic Cotton Bike","86","$745.05","01/31/2024","Frozen"
"Oriental Frozen Bike","95","$558.45","09/04/2023","Cotton"
"Recycled Plastic Salad","48","$504.11","02/24/2023","Bronze"
"Luxurious Fresh Towels","78","$226.29","03/18/2023","Metal"
"Recycled Concrete Shirt","98","$753.19","07/15/2023","Soft"
"Handmade Concrete Soap","20","$833.37","09/11/2023","Fresh"
"Unbranded Granite Bike","86","$680.06","09/19/2023","Plastic"
"Practical Wooden Gloves","5","$629.87","01/10/2024","Rubber"
"Intelligent Metal Bacon","36","$933.34","01/11/2024","Rubber"
"Elegant Rubber Keyboard","29","$437.15","10/24/2023","Wooden"
"Tasty Bronze Table","56","$164.07","01/25/2024","Plastic"
"Elegant Wooden Fish","56","$49.02","09/19/2023","Cotton"
"Bespoke Soft Table","94","$34.86","11/18/2023","Concrete"
"Unbranded Metal Hat","18","$696.26","02/24/2024","Metal"
"Generic Plastic Pants","36","$907.00","01/28/2023","Soft"
"Licensed Frozen Chips","5","$920.98","07/15/2023","Bronze"
"Intelligent Bronze Cheese","72","$523.60","01/28/2024","Plastic"
"Electronic Wooden Chair","75","$407.25","01/02/2024","Granite"
"Awesome Soft Cheese","34","$741.57","11/28/2023","Metal"
"Luxurious Granite Salad","21","$766.60","06/14/2023","Plastic"
"Handcrafted Plastic Chair","12","$791.24","10/31/2023","Soft"
"Recycled Steel Car","21","$248.61","12/22/2023","Granite"
"Unbranded Rubber Chips","42","$40.73","02/11/2024","Bronze"
"Handmade Metal Car","28","$165.39","01/15/2023","Fresh"
"Practical Cotton Pizza","37","$217.88","01/21/2024","Cotton"
"Tasty Cotton Chicken","23","$676.45","11/25/2023","Granite"
"Rustic Frozen Mouse","60","$123.65","08/06/2023","Granite"
"Intelligent Wooden Tuna","75","$578.86","04/29/2024","Fresh"
"Unbranded Cotton Shirt","39","$981.89","06/06/2023","Rubber"
"Fantastic Steel Bacon","34","$398.23","05/26/2023","Frozen"
"Oriental Cotton Computer","56","$741.97","04/12/2024","Granite"
"Elegant Frozen Gloves","64","$149.68","01/16/2024","Plastic"
"Elegant Plastic Keyboard","19","$840.91","04/06/2023","Frozen"
"Ergonomic Fresh Mouse","68","$665.38","07/11/2023","Concrete"
"Rustic Metal Cheese","72","$310.61","01/17/2023","Rubber"
"Bespoke Bronze Towels","3","$520.58","12/24/2022","Steel"
"Bespoke Wooden Salad","72","$886.32","08/12/2023","Cotton"
